ID,Age,Age_Group,Experience,Income,Income_Group,ZIP_Code,Family,CCAvg,Spending_Level,Education,Education_Level,Mortgage,Mortgage_Category,Personal_Loan,Personal_Loan_Status,Securities_Account,CD_Account,CD_Account_Status,Online,CreditCard
2187,26,Young,2,92,Middle Income,96001,2,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2188,54,Senior,30,40,Low Income,90024,2,1,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
2189,29,Young,4,9,Low Income,92037,4,0.5,Low,3,professional,86,Low Mortgage,0,Rejected,0,0,No,1,1
2190,48,Middle Age,23,128,High Income,94309,1,0.6,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2191,27,Young,3,110,High Income,96150,2,0.2,Low,1,undergraduate,294,High Mortgage,0,Rejected,1,0,No,0,1
2192,42,Middle Age,18,171,High Income,90027,2,8,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2193,25,Young,1,13,Low Income,95814,4,1,Low,1,undergraduate,95,Low Mortgage,0,Rejected,0,0,No,0,1
2194,45,Middle Age,19,25,Low Income,94609,2,0.1,Low,3,professional,102,Low Mortgage,0,Rejected,0,0,No,1,0
2195,34,Middle Age,9,123,High Income,94553,1,1.6,Low,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
2196,51,Senior,27,33,Low Income,92037,4,0.2,Low,1,undergraduate,83,Low Mortgage,0,Rejected,0,0,No,1,0
2197,51,Senior,24,189,High Income,95211,4,4.75,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
2198,60,Senior,35,34,Low Income,94102,1,0.3,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2199,59,Senior,35,58,Middle Income,91355,1,0,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2200,49,Middle Age,24,51,Middle Income,91016,1,1.3,Low,2,graduate,98,Low Mortgage,0,Rejected,0,0,No,0,1
2201,50,Senior,25,29,Low Income,90095,2,1.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2202,41,Middle Age,16,111,High Income,92009,2,0.4,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2203,49,Middle Age,24,43,Low Income,94709,4,1.9,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2204,50,Senior,25,130,High Income,91320,1,0.6,Low,1,undergraduate,311,High Mortgage,0,Rejected,0,0,No,0,0
2205,63,Senior,37,20,Low Income,94704,2,0.4,Low,1,undergraduate,76,Low Mortgage,0,Rejected,0,0,No,0,0
2206,63,Senior,37,101,High Income,95819,2,2.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2207,33,Middle Age,7,48,Low Income,92831,4,2.2,Middle,2,graduate,207,High Mortgage,0,Rejected,0,0,No,0,0
2208,38,Middle Age,12,180,High Income,90245,1,2.8,Middle,3,professional,158,High Mortgage,1,Accepted,0,0,No,1,0
2209,64,Senior,40,92,Middle Income,91109,2,0,Low,3,professional,185,High Mortgage,0,Rejected,1,0,No,1,0
2210,36,Middle Age,10,33,Low Income,94080,3,0.9,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2211,58,Senior,33,51,Middle Income,95006,2,1.9,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2212,39,Middle Age,14,31,Low Income,92717,2,1.4,Low,2,graduate,94,Low Mortgage,0,Rejected,0,0,No,1,1
2213,46,Middle Age,22,83,Middle Income,95060,1,2.7,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2214,61,Senior,37,45,Low Income,94610,1,0.8,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2215,53,Senior,27,89,Middle Income,92735,1,0.8,Low,3,professional,146,Low Mortgage,0,Rejected,0,0,No,1,1
2216,28,Young,3,193,High Income,94501,3,4,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
2217,64,Senior,40,89,Middle Income,94707,1,3.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2218,48,Middle Age,24,162,High Income,91355,4,3.3,Middle,2,graduate,446,High Mortgage,1,Accepted,0,1,Yes,1,0
2219,38,Middle Age,13,9,Low Income,92634,2,0.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2220,52,Senior,22,58,Middle Income,93101,4,2,Middle,3,professional,223,High Mortgage,0,Rejected,0,0,No,1,0
2221,65,Senior,40,80,Middle Income,94105,1,0.8,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2222,59,Senior,33,73,Middle Income,92056,2,1.7,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
2223,45,Middle Age,20,41,Low Income,95008,1,0.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2224,53,Senior,28,74,Middle Income,91711,3,2,Middle,2,graduate,0,No Mortgage,0,Rejected,1,0,No,0,0
2225,38,Middle Age,12,29,Low Income,92084,2,1.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2226,54,Senior,24,25,Low Income,90505,4,0.4,Low,3,professional,115,Low Mortgage,0,Rejected,0,0,No,0,0
2227,25,Young,1,98,Middle Income,90717,1,5.4,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2228,61,Senior,35,59,Middle Income,90840,4,1.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2229,48,Middle Age,23,43,Low Income,90254,4,1.9,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2230,46,Middle Age,22,72,Middle Income,91711,4,1.4,Low,2,graduate,149,Low Mortgage,0,Rejected,0,0,No,1,1
2231,36,Middle Age,11,183,High Income,94704,1,3,Middle,3,professional,0,No Mortgage,1,Accepted,0,1,Yes,1,1
2232,46,Middle Age,20,134,High Income,94575,1,5.7,High,1,undergraduate,146,Low Mortgage,0,Rejected,1,0,No,1,0
2233,59,Senior,33,140,High Income,95035,2,0.5,Low,1,undergraduate,262,High Mortgage,0,Rejected,0,0,No,1,0
2234,59,Senior,35,39,Low Income,92028,1,1.8,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2235,36,Middle Age,12,35,Low Income,95812,4,0.4,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2236,63,Senior,37,141,High Income,92121,2,6.9,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2237,51,Senior,24,23,Low Income,95616,1,0.5,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2238,30,Middle Age,5,134,High Income,92647,1,0,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2239,48,Middle Age,22,35,Low Income,92709,1,1.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2240,55,Senior,29,42,Low Income,95833,4,2.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,0,0
2241,41,Middle Age,17,81,Middle Income,92868,4,0.2,Low,3,professional,167,High Mortgage,0,Rejected,1,0,No,0,0
2242,26,Young,0,14,Low Income,94301,4,0.4,Low,1,undergraduate,94,Low Mortgage,0,Rejected,0,0,No,1,0
2243,41,Middle Age,17,45,Low Income,93437,1,1.8,Low,1,undergraduate,172,High Mortgage,0,Rejected,1,0,No,1,0
2244,54,Senior,28,79,Middle Income,91342,3,1.7,Low,2,graduate,150,High Mortgage,0,Rejected,0,0,No,1,1
2245,57,Senior,31,53,Middle Income,92806,1,0.8,Low,2,graduate,120,Low Mortgage,0,Rejected,0,0,No,0,0
2246,54,Senior,28,33,Low Income,94111,2,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
2247,35,Middle Age,11,190,High Income,92093,3,3.1,Middle,2,graduate,266,High Mortgage,1,Accepted,0,0,No,0,0
2248,60,Senior,34,60,Middle Income,95616,1,2.5,Middle,3,professional,103,Low Mortgage,0,Rejected,0,0,No,0,0
2249,63,Senior,37,8,Low Income,94618,1,0.8,Low,2,graduate,97,Low Mortgage,0,Rejected,0,0,No,1,0
2250,41,Middle Age,14,38,Low Income,95814,3,1,Low,2,graduate,150,High Mortgage,0,Rejected,0,0,No,1,0
2251,46,Middle Age,22,154,High Income,93109,1,5,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2252,31,Middle Age,5,54,Middle Income,92173,4,2.2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2253,58,Senior,32,41,Low Income,95819,3,1.4,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2254,59,Senior,35,25,Low Income,95827,2,0.3,Low,1,undergraduate,75,Low Mortgage,0,Rejected,0,0,No,1,0
2255,46,Middle Age,22,53,Middle Income,90025,2,1.7,Low,1,undergraduate,109,Low Mortgage,0,Rejected,0,0,No,0,0
2256,33,Middle Age,9,79,Middle Income,94612,1,0.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2257,56,Senior,31,13,Low Income,94305,4,0.9,Low,2,graduate,76,Low Mortgage,0,Rejected,0,1,Yes,1,1
2258,47,Middle Age,23,130,High Income,91763,2,1.4,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2259,59,Senior,33,93,Middle Income,91320,2,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2260,24,Young,0,82,Middle Income,90401,3,0.8,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2261,39,Middle Age,14,15,Low Income,93561,2,0.3,Low,2,graduate,92,Low Mortgage,0,Rejected,0,0,No,0,0
2262,30,Middle Age,3,150,High Income,94305,4,5,High,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
2263,55,Senior,29,131,High Income,95070,2,0.7,Low,2,graduate,0,No Mortgage,1,Accepted,0,0,No,0,1
2264,47,Middle Age,21,28,Low Income,92868,3,1.5,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2265,35,Middle Age,11,9,Low Income,93106,4,0.7,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2266,47,Middle Age,23,88,Middle Income,94305,4,1.4,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2267,38,Middle Age,13,143,High Income,94550,1,4.1,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2268,38,Middle Age,13,168,High Income,92647,2,1.3,Low,3,professional,0,No Mortgage,1,Accepted,0,0,No,0,0
2269,27,Young,3,105,High Income,94304,1,3,Middle,2,graduate,0,No Mortgage,1,Accepted,1,0,No,0,0
2270,42,Middle Age,18,62,Middle Income,94305,3,2.1,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2271,26,Young,2,51,Middle Income,92103,4,2.6,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2272,60,Senior,34,101,High Income,94928,3,4.4,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2273,27,Young,3,90,Middle Income,91365,3,0.8,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2274,27,Young,1,83,Middle Income,91775,4,2.1,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
2275,40,Middle Age,15,21,Low Income,90034,2,0,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2276,40,Middle Age,16,115,High Income,94305,1,3.4,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2277,29,Young,3,172,High Income,92093,4,4.4,Middle,1,undergraduate,0,No Mortgage,1,Accepted,0,0,No,0,0
2278,30,Middle Age,6,32,Low Income,91330,2,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2279,30,Middle Age,4,204,High Income,91107,2,4.5,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2280,47,Middle Age,23,34,Low Income,91711,4,0.6,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,1,Yes,1,1
2281,33,Middle Age,7,30,Low Income,94920,2,2,Middle,3,professional,132,Low Mortgage,0,Rejected,0,0,No,0,0
2282,57,Senior,32,31,Low Income,95039,3,1.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2283,38,Middle Age,14,90,Middle Income,94110,2,2.7,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2284,54,Senior,28,79,Middle Income,92677,4,2.6,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
2285,47,Middle Age,23,22,Low Income,94901,4,0.6,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2286,48,Middle Age,22,114,High Income,92007,1,2.4,Middle,3,professional,0,No Mortgage,1,Accepted,0,0,No,1,0
2287,62,Senior,36,42,Low Income,94122,1,0.5,Low,3,professional,128,Low Mortgage,0,Rejected,0,0,No,1,0
2288,30,Middle Age,6,29,Low Income,92121,1,0.2,Low,3,professional,90,Low Mortgage,0,Rejected,0,0,No,1,0
2289,35,Middle Age,11,72,Middle Income,94706,3,2.6,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2290,59,Senior,35,68,Middle Income,93117,1,1.8,Low,3,professional,95,Low Mortgage,0,Rejected,0,0,No,0,0
2291,38,Middle Age,13,78,Middle Income,91942,4,0.7,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2292,47,Middle Age,23,90,Middle Income,95449,1,2.7,Middle,1,undergraduate,323,High Mortgage,0,Rejected,0,0,No,0,0
2293,57,Senior,33,170,High Income,95051,2,2.1,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,0,0
2294,42,Middle Age,17,14,Low Income,91768,2,0.1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2295,39,Middle Age,15,129,High Income,90035,2,1.9,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2296,53,Senior,23,39,Low Income,92101,3,1,Low,3,professional,87,Low Mortgage,0,Rejected,0,0,No,1,0
2297,27,Young,3,82,Middle Income,94305,2,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
2298,59,Senior,35,31,Low Income,94063,3,0.4,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2299,48,Middle Age,24,9,Low Income,92630,4,0.5,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
2300,62,Senior,37,15,Low Income,94583,3,0.1,Low,3,professional,91,Low Mortgage,0,Rejected,0,0,No,0,0
2301,66,Senior,41,70,Middle Income,93711,3,2.2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2302,38,Middle Age,13,84,Middle Income,93403,4,0.7,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
2303,42,Middle Age,17,155,High Income,92806,1,7,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
2304,47,Middle Age,21,89,Middle Income,94720,2,0.8,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
2305,27,Young,2,170,High Income,95818,3,4.7,Middle,1,undergraduate,0,No Mortgage,1,Accepted,0,0,No,1,0
2306,32,Middle Age,7,185,High Income,92009,2,6.7,High,1,undergraduate,0,No Mortgage,0,Rejected,0,1,Yes,1,1
2307,37,Middle Age,13,82,Middle Income,92373,2,2.2,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2308,56,Senior,31,60,Middle Income,92009,3,1.7,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2309,39,Middle Age,13,58,Middle Income,94590,2,2.4,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2310,36,Middle Age,12,29,Low Income,94583,1,1.33,Low,1,undergraduate,81,Low Mortgage,0,Rejected,0,0,No,1,0
2311,32,Middle Age,6,32,Low Income,92806,2,0.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2312,62,Senior,37,115,High Income,90245,4,3.4,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2313,48,Middle Age,22,83,Middle Income,91345,2,2.4,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2314,58,Senior,32,54,Middle Income,94035,3,0.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2315,27,Young,2,112,High Income,94501,4,1.8,Low,3,professional,0,No Mortgage,0,Rejected,1,0,No,1,0
2316,52,Senior,26,182,High Income,95818,2,1.4,Low,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
2317,54,Senior,30,112,High Income,94920,2,6.8,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2318,31,Middle Age,5,129,High Income,95814,3,5.9,High,3,professional,319,High Mortgage,1,Accepted,1,1,Yes,0,1
2319,60,Senior,34,23,Low Income,94803,1,0.8,Low,2,graduate,112,Low Mortgage,0,Rejected,0,0,No,1,0
2320,34,Middle Age,9,198,High Income,95819,2,3,Middle,1,undergraduate,422,High Mortgage,0,Rejected,0,0,No,1,0
2321,46,Middle Age,22,84,Middle Income,92692,4,2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2322,41,Middle Age,15,39,Low Income,91380,3,0.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
2323,62,Senior,37,129,High Income,94143,1,1.3,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2324,31,Middle Age,7,113,High Income,94542,2,2,Middle,2,graduate,315,High Mortgage,0,Rejected,0,0,No,0,0
2325,41,Middle Age,11,35,Low Income,93107,1,0.75,Low,3,professional,114,Low Mortgage,0,Rejected,0,0,No,1,0
2326,55,Senior,30,85,Middle Income,94591,1,0.1,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
2327,45,Middle Age,19,73,Middle Income,94086,4,2.9,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2328,51,Senior,25,70,Middle Income,90095,1,0.8,Low,3,professional,0,No Mortgage,0,Rejected,1,0,No,1,0
2329,27,Young,2,130,High Income,92182,3,4.4,Middle,1,undergraduate,192,High Mortgage,1,Accepted,0,0,No,1,0
2330,30,Middle Age,4,39,Low Income,94022,1,1.5,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2331,31,Middle Age,5,72,Middle Income,95133,4,1.8,Low,2,graduate,242,High Mortgage,0,Rejected,0,0,No,1,1
2332,61,Senior,37,68,Middle Income,90245,4,2.3,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
2333,40,Middle Age,16,35,Low Income,94022,1,1.4,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
2334,45,Middle Age,21,61,Middle Income,95812,3,0.7,Low,1,undergraduate,0,No Mortgage,0,Rejected,1,1,Yes,1,1
2335,45,Middle Age,21,69,Middle Income,90025,4,1.9,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2336,37,Middle Age,13,59,Middle Income,93907,1,3.6,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2337,34,Middle Age,8,99,Middle Income,93460,2,4.5,Middle,3,professional,217,High Mortgage,0,Rejected,0,0,No,0,0
2338,43,Middle Age,16,201,High Income,95054,1,10,High,2,graduate,0,No Mortgage,1,Accepted,0,0,No,0,1
2339,42,Middle Age,18,130,High Income,94611,2,7.5,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
2340,56,Senior,31,72,Middle Income,90095,3,2,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2341,33,Middle Age,9,44,Low Income,94112,1,1.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2342,36,Middle Age,10,91,Middle Income,92028,1,1.5,Low,3,professional,289,High Mortgage,0,Rejected,0,0,No,1,0
2343,62,Senior,37,92,Middle Income,94608,3,0.5,Low,1,undergraduate,310,High Mortgage,0,Rejected,0,0,No,1,0
2344,58,Senior,34,55,Middle Income,90032,1,0.8,Low,1,undergraduate,168,High Mortgage,0,Rejected,0,0,No,1,1
2345,65,Senior,40,20,Low Income,94608,3,0.5,Low,1,undergraduate,102,Low Mortgage,0,Rejected,0,0,No,1,1
2346,65,Senior,40,89,Middle Income,90291,1,4.1,Middle,1,undergraduate,299,High Mortgage,1,Accepted,0,1,Yes,1,0
2347,52,Senior,26,59,Middle Income,92660,2,1.5,Low,2,graduate,239,High Mortgage,0,Rejected,0,0,No,0,1
2348,64,Senior,39,8,Low Income,92104,3,0.1,Low,3,professional,87,Low Mortgage,0,Rejected,0,0,No,0,1
2349,51,Senior,25,85,Middle Income,94015,4,4.9,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2350,59,Senior,35,94,Middle Income,94610,1,4.3,Middle,1,undergraduate,76,Low Mortgage,0,Rejected,1,1,Yes,1,0
2351,52,Senior,28,22,Low Income,91711,2,0.4,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2352,55,Senior,31,74,Middle Income,94611,2,3.2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
2353,46,Middle Age,19,59,Middle Income,93555,3,2.67,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2354,61,Senior,36,12,Low Income,93023,4,0.6,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2355,35,Middle Age,9,8,Low Income,94043,1,0.4,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2356,56,Senior,31,74,Middle Income,94920,3,1.6,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,1
2357,31,Middle Age,5,184,High Income,92064,4,3.4,Middle,2,graduate,0,No Mortgage,1,Accepted,0,1,Yes,1,1
2358,44,Middle Age,19,34,Low Income,95005,4,0,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2359,53,Senior,27,63,Middle Income,93109,2,0.8,Low,3,professional,0,No Mortgage,0,Rejected,1,0,No,1,0
2360,36,Middle Age,12,123,High Income,95060,2,5.6,High,2,graduate,0,No Mortgage,1,Accepted,0,1,Yes,1,1
2361,27,Young,1,85,Middle Income,93302,2,1.6,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
2362,36,Middle Age,12,109,High Income,94928,3,0.5,Low,3,professional,0,No Mortgage,1,Accepted,1,1,Yes,1,0
2363,40,Middle Age,15,31,Low Income,94720,1,0.6,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2364,39,Middle Age,13,61,Middle Income,90095,2,2.4,Middle,2,graduate,90,Low Mortgage,0,Rejected,0,0,No,1,0
2365,59,Senior,35,88,Middle Income,94923,2,1.6,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
2366,43,Middle Age,18,22,Low Income,91311,2,0.3,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2367,30,Middle Age,4,63,Middle Income,95008,4,2.2,Middle,2,graduate,0,No Mortgage,0,Rejected,1,0,No,1,0
2368,26,Young,1,80,Middle Income,95616,4,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2369,48,Middle Age,22,78,Middle Income,94588,3,2.1,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2370,50,Senior,24,45,Low Income,94005,4,0.1,Low,1,undergraduate,93,Low Mortgage,0,Rejected,0,0,No,1,0
2371,33,Middle Age,7,51,Middle Income,94040,4,2.1,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
2372,32,Middle Age,6,111,High Income,95014,2,1.5,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
2373,34,Middle Age,10,45,Low Income,93943,3,2.8,Middle,1,undergraduate,153,High Mortgage,0,Rejected,0,0,No,1,1
2374,33,Middle Age,9,184,High Income,94304,2,4.8,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,0,0
2375,32,Middle Age,5,41,Low Income,92008,2,1,Low,2,graduate,112,Low Mortgage,0,Rejected,1,0,No,1,0
2376,55,Senior,30,69,Middle Income,91007,4,1.3,Low,3,professional,0,No Mortgage,0,Rejected,1,1,Yes,1,1
2377,58,Senior,33,23,Low Income,91768,3,0.2,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2378,47,Middle Age,23,160,High Income,92037,2,6.67,High,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,0
2379,30,Middle Age,5,61,Middle Income,95605,1,0.8,Low,2,graduate,251,High Mortgage,0,Rejected,1,1,Yes,1,0
2380,42,Middle Age,18,110,High Income,94720,2,6.1,High,1,undergraduate,182,High Mortgage,0,Rejected,0,0,No,1,0
2381,40,Middle Age,16,50,Middle Income,92606,2,0.6,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,0
2382,33,Middle Age,9,49,Low Income,94928,1,2.4,Middle,2,graduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2383,46,Middle Age,20,185,High Income,94131,4,7.5,High,2,graduate,428,High Mortgage,1,Accepted,0,0,No,0,1
2384,63,Senior,39,52,Middle Income,90033,2,1.1,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2385,62,Senior,37,53,Middle Income,92028,2,2.8,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2386,43,Middle Age,17,125,High Income,94720,4,3.5,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,0,0
2387,31,Middle Age,5,72,Middle Income,94542,3,1.6,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,0
2388,28,Young,2,51,Middle Income,94720,4,1.8,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
2389,64,Senior,39,23,Low Income,91768,3,0.5,Low,1,undergraduate,0,No Mortgage,0,Rejected,1,0,No,0,0
2390,27,Young,1,41,Low Income,90033,1,1.9,Low,3,professional,0,No Mortgage,0,Rejected,0,0,No,0,1
2391,33,Middle Age,9,41,Low Income,95814,3,2,Middle,1,undergraduate,108,Low Mortgage,0,Rejected,0,0,No,1,0
2392,39,Middle Age,12,138,High Income,92697,1,4.67,Middle,2,graduate,0,No Mortgage,1,Accepted,0,0,No,1,0
2393,44,Middle Age,20,138,High Income,94143,2,3.3,Middle,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,0,1
2394,53,Senior,28,14,Low Income,94005,4,0.8,Low,1,undergraduate,0,No Mortgage,0,Rejected,0,0,No,1,1
2395,42,Middle Age,18,145,High Income,94065,2,8,High,1,undergraduate,505,High Mortgage,0,Rejected,0,0,No,0,0
2396,44,Middle Age,17,25,Low Income,95064,3,1,Low,2,graduate,0,No Mortgage,0,Rejected,0,0,No,0,1
2397,34,Middle Age,10,43,Low Income,95014,1,1.7,Low,1,undergraduate,142,Low Mortgage,0,Rejected,0,0,No,0,1
2398,47,Middle Age,22,93,Middle Income,90266,1,0.2,Low,2,graduate,309,High Mortgage,0,Rejected,0,0,No,1,0
2399,53,Senior,29,90,Middle Income,95053,2,0.3,Low,1,undergraduate,217,High Mortgage,0,Rejected,1,0,No,0,1
2400,62,Senior,36,41,Low Income,90245,2,1,Low,3,professional,154,High Mortgage,0,Rejected,1,0,No,1,0
2401,61,Senior,36,169,High Income,91380,2,6.1,High,3,professional,106,Low Mortgage,1,Accepted,0,1,Yes,1,1
2402,42,Middle Age,17,63,Middle Income,95814,2,2.2,Middle,3,professional,0,No Mortgage,0,Rejected,0,0,No,1,0
2403,48,Middle Age,21,23,Low Income,94720,3,0.67,Low,2,graduate,95,Low Mortgage,0,Rejected,0,0,No,0,0
